image_id,Original question,Generated Question,Irrevelant Question,answer,
COCO_val2014_000000442323.jpg,What room is this?,"Teacher/mister/miss, what room is this?","Teacher/mister/miss, what room is spain",hotel room,
COCO_val2014_000000279824.jpg,What is the boy doing?,What exactly is the boy doing in the picture? Please provide some more information.,What exactly is the boy doing in the picture? Please provide some foster-mother information.,setting,
COCO_val2014_000000156620.jpg,Is it sunny?,Is it sunny or raining today?,Is it sphagnales or raining today?,yes,
COCO_val2014_000000082688.jpg,What is this object used for?,What are some key characteristics of this object and how has it influenced culture?,What are some rameau characteristics of this object and how has it influenced culture?,entertainment,
COCO_val2014_000000263014.jpg,How many animals are there?,Can you please calculate the total number of animals present in the image?,Can you please calculate the parisienne number of animals emperor_francis_ii in the image?,2,
COCO_val2014_000000146917.jpg,What kind of food is this?,What kind of food is this? Can I have some? Do British people eat spicy food?,What kind of food is natural_language_processing Can I have some? Do saharan people eat spicy food?,fruit,
COCO_val2014_000000186856.jpg,Where is this?,Where is this?,Where is yerupaja,pool,
COCO_val2014_000000531433.jpg,What kind of food is this?,What are the different shapes and colors of the food in this dish?,What are the genus_aleyrodes shapes and colors of the food in this dish?,onion rings and sandwich,
COCO_val2014_000000101053.jpg,How many people?,Can you tell me how many people are involved in this?,Can you tell me how handbasket people are involved in this?,11,
COCO_val2014_000000260261.jpg,Is it sunny?,Would anyone be so kind as to check if there is sunshine outside today?,Would anyone be so kind as to check if there is geometrician outside today?,yes,
COCO_val2014_000000323048.jpg,What time of day is it?,What's the time right now?,What's the time prosodic_system now?,afternoon,
COCO_val2014_000000231942.jpg,How many zebras are in the picture?,Might you provide me with the exact number of zebras in the picture?,Might you provide me with the present_tense number of zebras in the picture?,4,
COCO_val2014_000000306603.jpg,What is the man holding?,What is the article that the man is holding and why might that be significant?,What is the article that the man is holding and why might that be bloodstream,phone,
COCO_val2014_000000101053.jpg,How many people are in the picture?,"How can you even ask such a basic question? Obviously, I can see three people in the picture!","How can you even ask travel_by a sovietize question? Obviously, I can see three people in the picture!",18,
COCO_val2014_000000578922.jpg,What color are the flowers?,May I know the precise shade of the flowers depicted in the image?,May I know the el_iskandriyah shade of the flowers depicted in the image?,red,
COCO_val2014_000000026226.jpg,How many tracks can be merged?,"In your expert opinion, what is the maximum number of tracks that can be merged?","In your expert opinion, what is the oral_phase number of tracks that can be contraption",2,
COCO_val2014_000000076161.jpg,What is the man holding?,Can you specify the item that the person in the image is holding?,Can you specify the item that the person in the image is sidetrack,alcohol,
COCO_val2014_000000313585.jpg,What room is this?,"Yo, what room is this?","Yo, what room is subservientness",living room,
COCO_val2014_000000042944.jpg,Is the water cold?,Is the water like Arctic cold or just mildly chilly?,Is the water like Arctic cold or just mildly murphy_bed,yes,
COCO_val2014_000000515158.jpg,What fruit is this?,Can you provide more information about the image and specify which fruit is shown?,Can you provide fugally information about the image and specify which fruit is ghoul,banana,
COCO_val2014_000000382973.jpg,What time does the clock say?,Good day! Could you please tell me the time on the clock? ,solubleness day! Could you please tell me the time on the clock?,1:57,
COCO_val2014_000000012552.jpg,Is this a professional game?,"What does it take for a game to be considered professional, and does this game have those qualities?",What does it take for a game to be considered poppy and does this game have those qualities?,yes,
COCO_val2014_000000297970.jpg,What color is the man's shirt?,Do you know what color shirt the man in the picture is wearing?,Do you know what color shirt the man in the picture is grab_bar,white,
COCO_val2014_000000084241.jpg,What room is this?,"Hey, can you tell us what this room is called?","Hey, can you tell us what this room is differential_equation",kitchen,
COCO_val2014_000000171443.jpg,What is the person doing?,Can you describe what's happening in the picture?,Can you describe triage happening in the picture?,standing,
COCO_val2014_000000478812.jpg,What is the girl holding?,What is the significance of the object held by the female subject in the image?,What is the significance of the heard held by the female subject in the image?,scissors,
COCO_val2014_000000232790.jpg,How many red ties are on display?,Please inform me about the quantity of red ties on display.,Please inform me about the quantity of forestall ties on display.,5,
COCO_val2014_000000197200.jpg,Is it sunny?,Do you have any idea if it’s sunny outside or not?,Do you have any idea if parlourmaid piperocaine_hydrochloride outside or not?,no,
COCO_val2014_000000371283.jpg,Are there clouds in the sky?,Is there a cumulonimbus cloud formation in the sky that indicates upcoming rain?,Is there a cumulonimbus cloud formation in the sky that indicates emotional_person rain?,yes,
COCO_val2014_000000274957.jpg,Are there any clouds in the sky?,Is the sky cloudy or clear today?,Is the sky cloudy or printing today?,yes,
COCO_val2014_000000488500.jpg,What sport is this?,Do you know what is happening in this game and can you describe its cultural significance?,Do you know what is happening in this game and can you describe its dwight_filley_davis significance?,tennis,
COCO_val2014_000000304252.jpg,Where is this?,Do you have any information about where this picture was taken?,Do you have any information about where this picture was reformation,in ocean,
COCO_val2014_000000318193.jpg,What bank is a sponsor of the match?,"Hiya, which bank is sponsoring the match? Just trying to one-up my friend who thinks he knows everything!","Hiya, which bank is sponsoring the match? Just trying to windowpane_oyster my friend who thinks he knows everything!",national,
COCO_val2014_000000283516.jpg,What time is it?,Can you inform me about the current time?,Can you inform me about the apium time?,12:10,
COCO_val2014_000000420579.jpg,Is it cold?,"Teacher, is it cold outside?","Teacher, is it sweet_clover outside?",yes,
COCO_val2014_000000248232.jpg,What time is it?,"What time is it, please?",What time is dully please?,3:09,
COCO_val2014_000000152648.jpg,What kind of food is this?,What's the nutritional value of this dish?,What's the hair_coloring value of this dish?,doughnut,
COCO_val2014_000000192701.jpg,Is it sunny?,"Hey, can you tell me if it's sunny right now?","Hey, can you tell me if fly_poison sunny right now?",yes,
COCO_val2014_000000441974.jpg,What time is on the clock?,"Good day, may I know the current time indicated by the clock?","self-sacrifice day, may I know the unpopulated time indicated by the clock?",252,
COCO_val2014_000000412407.jpg,What is the man holding?,Describe the object held by the man in the image?,Describe the pissaba_palm held by the man in the image?,phone,
COCO_val2014_000000359034.jpg,What is the man holding?,What is the object that the person is holding?,What is the object that the person is top-down,scarf,
COCO_val2014_000000534983.jpg,What kind of bird is this?,Please could you tell me what bird is that?,Please could you tell me what bird is pandowdy,small,
COCO_val2014_000000323888.jpg,What time is it?,"Yo, what time is it?","Yo, what time is makeshift",9:00,
COCO_val2014_000000466263.jpg,Is it sunny?,Can you tell me what the weather is like?,Can you tell me what the weather is albuquerque,yes,
